timestamp,drone_id,latitude,longitude,battery_level,payload_weight,status
2025-06-19T08:13:30Z,DRN001,47.224018,-1.548164,90.94,1.42,in_flight
2025-06-19T08:14:00Z,DRN001,47.224337,-1.547805,89.6,1.42,in_flight
2025-06-19T08:14:30Z,DRN001,47.224747,-1.547407,89.05,1.42,in_flight
2025-06-19T08:15:00Z,DRN001,47.225175,-1.547132,87.84,1.42,in_flight
2025-06-19T08:15:30Z,DRN001,47.225175,-1.547132,89.7,1.42,charging
2025-06-19T08:16:00Z,DRN001,47.225175,-1.547132,89.7,1.42,idle
2025-06-19T08:16:30Z,DRN001,47.225441,-1.54664,88.52,1.42,in_flight
2025-06-19T08:17:00Z,DRN001,47.22565,-1.546494,87.4,1.42,in_flight
2025-06-19T08:17:30Z,DRN001,47.22565,-1.546494,87.4,1.42,idle
2025-06-19T08:18:00Z,DRN001,47.22565,-1.546494,88.65,1.42,charging
2025-06-19T08:18:30Z,DRN001,47.225786,-1.546221,88.12,1.42,in_flight
2025-06-19T08:19:00Z,DRN001,47.225968,-1.545963,87.53,1.42,in_flight
2025-06-19T08:19:30Z,DRN001,47.226389,-1.545675,86.18,1.42,in_flight
2025-06-19T08:20:00Z,DRN001,47.226389,-1.545675,88.04,1.42,charging
2025-06-19T08:20:30Z,DRN001,47.226583,-1.54518,86.82,1.42,in_flight
2025-06-19T08:21:00Z,DRN001,47.226846,-1.544983,85.52,1.42,in_flight
2025-06-19T08:21:30Z,DRN001,47.227149,-1.54452,84.03,1.42,in_flight
2025-06-19T08:22:00Z,DRN001,47.227385,-1.544065,83.28,1.42,in_flight
2025-06-19T08:22:30Z,DRN001,47.227787,-1.543591,82.06,1.42,in_flight
2025-06-19T08:23:00Z,DRN001,47.228131,-1.5433,80.83,1.42,in_flight
2025-06-19T08:23:30Z,DRN001,47.228131,-1.5433,80.83,1.42,idle
2025-06-19T08:24:00Z,DRN001,47.228131,-1.5433,80.83,1.42,idle
2025-06-19T08:24:30Z,DRN001,47.228131,-1.5433,82.59,1.42,charging
2025-06-19T08:25:00Z,DRN001,47.228467,-1.543146,82.08,1.42,in_flight
2025-06-19T08:25:30Z,DRN001,47.228467,-1.543146,82.08,1.42,idle
2025-06-19T08:26:00Z,DRN001,47.228936,-1.542828,80.98,1.42,in_flight
2025-06-19T08:26:30Z,DRN001,47.229436,-1.542563,80.16,1.42,in_flight
2025-06-19T08:27:00Z,DRN001,47.229654,-1.542223,79.21,1.42,in_flight
2025-06-19T08:27:30Z,DRN001,47.229799,-1.541848,77.99,1.42,in_flight
2025-06-19T08:28:00Z,DRN001,47.229799,-1.541848,79.04,1.42,charging
2025-06-19T08:28:30Z,DRN001,47.229799,-1.541848,80.88,1.42,charging
2025-06-19T08:29:00Z,DRN001,47.230287,-1.541627,79.92,1.42,in_flight
2025-06-19T08:29:30Z,DRN001,47.230287,-1.541627,81.7,1.42,charging
2025-06-19T08:30:00Z,DRN001,47.230287,-1.541627,81.7,1.42,idle
2025-06-19T08:30:30Z,DRN001,47.23069,-1.541318,80.47,1.42,in_flight
2025-06-19T08:31:00Z,DRN001,47.230941,-1.541034,79.19,1.42,in_flight
2025-06-19T08:31:30Z,DRN001,47.230941,-1.541034,81.01,1.42,charging
2025-06-19T08:32:00Z,DRN001,47.230941,-1.541034,82.76,1.42,charging
2025-06-19T08:32:30Z,DRN001,47.231424,-1.540645,81.52,1.42,in_flight
2025-06-19T08:33:00Z,DRN001,47.231424,-1.540645,83.08,1.42,charging
2025-06-19T08:33:30Z,DRN001,47.231765,-1.540307,82.17,1.42,in_flight
2025-06-19T08:34:00Z,DRN001,47.232072,-1.539836,81.67,1.42,in_flight
2025-06-19T08:34:30Z,DRN001,47.232568,-1.539424,80.76,1.42,in_flight
2025-06-19T08:35:00Z,DRN001,47.233004,-1.539295,79.82,1.42,in_flight
2025-06-19T08:35:30Z,DRN001,47.233004,-1.539295,79.82,1.42,idle
2025-06-19T08:36:00Z,DRN001,47.233335,-1.539004,78.73,1.42,in_flight
2025-06-19T08:36:30Z,DRN001,47.233747,-1.538516,77.53,1.42,in_flight
2025-06-19T08:37:00Z,DRN001,47.233985,-1.538283,76.12,1.42,in_flight
2025-06-19T08:37:30Z,DRN001,47.233985,-1.538283,76.12,1.42,idle
2025-06-19T08:38:00Z,DRN001,47.234244,-1.537957,75.23,1.42,in_flight
2025-06-19T08:38:30Z,DRN001,47.23446,-1.537531,73.97,1.42,in_flight
2025-06-19T08:39:00Z,DRN001,47.234662,-1.537158,73.01,1.42,in_flight
2025-06-19T08:39:30Z,DRN001,47.234811,-1.536834,72.24,1.42,in_flight
2025-06-19T08:40:00Z,DRN001,47.234811,-1.536834,74.16,1.42,charging
2025-06-19T08:40:30Z,DRN001,47.234811,-1.536834,74.16,1.42,error
2025-06-19T08:41:00Z,DRN001,47.235152,-1.536486,73.25,1.42,in_flight
2025-06-19T08:41:30Z,DRN001,47.235152,-1.536486,73.25,1.42,idle
2025-06-19T08:42:00Z,DRN001,47.235517,-1.536061,72.03,1.42,in_flight
2025-06-19T08:42:30Z,DRN001,47.235517,-1.536061,73.44,1.42,charging
2025-06-19T08:43:00Z,DRN001,47.235517,-1.536061,73.44,1.42,idle
2025-06-19T08:43:30Z,DRN001,47.235689,-1.535953,72.83,1.42,in_flight
2025-06-19T08:44:00Z,DRN001,47.2361,-1.535681,71.82,1.42,in_flight
2025-06-19T08:44:30Z,DRN001,47.2361,-1.535681,71.82,1.42,idle
2025-06-19T08:45:00Z,DRN001,47.236243,-1.535511,71.18,1.42,in_flight
2025-06-19T08:45:30Z,DRN001,47.236716,-1.535383,70.37,1.42,in_flight
2025-06-19T08:46:00Z,DRN001,47.236716,-1.535383,70.37,1.42,error
2025-06-19T08:46:30Z,DRN001,47.236894,-1.534889,69.37,1.42,in_flight
2025-06-19T08:47:00Z,DRN001,47.237214,-1.534639,68.52,1.42,in_flight
2025-06-19T08:47:30Z,DRN001,47.237514,-1.534344,67.52,1.42,in_flight
2025-06-19T08:48:00Z,DRN001,47.237514,-1.534344,67.52,1.42,idle
2025-06-19T08:48:30Z,DRN001,47.237514,-1.534344,67.52,1.42,idle
2025-06-19T08:49:00Z,DRN001,47.237754,-1.533943,66.92,1.42,in_flight
2025-06-19T08:49:30Z,DRN001,47.238029,-1.533511,65.71,1.42,in_flight
2025-06-19T08:50:00Z,DRN001,47.238029,-1.533511,67.67,1.42,charging
2025-06-19T08:50:30Z,DRN001,47.238228,-1.533227,67.06,1.42,in_flight
2025-06-19T08:51:00Z,DRN001,47.238705,-1.532911,66.33,1.42,in_flight
2025-06-19T08:51:30Z,DRN001,47.238856,-1.532645,65.31,1.42,in_flight
2025-06-19T08:52:00Z,DRN001,47.239211,-1.532528,63.91,1.42,in_flight
2025-06-19T08:52:30Z,DRN001,47.239321,-1.532201,62.6,1.42,in_flight
2025-06-19T08:53:00Z,DRN001,47.239321,-1.532201,62.6,1.42,idle
2025-06-19T08:53:30Z,DRN001,47.239321,-1.532201,62.6,1.42,idle
2025-06-19T08:54:00Z,DRN001,47.239437,-1.531788,62.03,1.42,in_flight
2025-06-19T08:54:30Z,DRN001,47.239437,-1.531788,63.32,1.42,charging
2025-06-19T08:55:00Z,DRN001,47.239437,-1.531788,63.32,1.42,error
2025-06-19T08:55:30Z,DRN001,47.239648,-1.531346,62.5,1.42,in_flight
2025-06-19T08:56:00Z,DRN001,47.239998,-1.531135,61.98,1.42,in_flight
2025-06-19T08:56:30Z,DRN001,47.2403,-1.530908,61.26,1.42,in_flight
2025-06-19T08:57:00Z,DRN001,47.240408,-1.530426,59.91,1.42,in_flight
2025-06-19T08:57:30Z,DRN001,47.240408,-1.530426,61.08,1.42,charging
2025-06-19T08:58:00Z,DRN001,47.240732,-1.529997,60.14,1.42,in_flight
2025-06-19T08:58:30Z,DRN001,47.240846,-1.529801,59.35,1.42,in_flight
2025-06-19T08:59:00Z,DRN001,47.240956,-1.529398,58.36,1.42,in_flight
2025-06-19T08:59:30Z,DRN001,47.241281,-1.529135,57.49,1.42,in_flight
2025-06-19T09:00:00Z,DRN001,47.241723,-1.528934,56.67,1.42,in_flight
2025-06-19T09:00:30Z,DRN001,47.242215,-1.528473,55.18,1.42,in_flight
2025-06-19T09:01:00Z,DRN001,47.242463,-1.528191,54.47,1.42,in_flight
2025-06-19T09:01:30Z,DRN001,47.242463,-1.528191,55.49,1.42,charging
2025-06-19T09:02:00Z,DRN001,47.242915,-1.52803,54.2,1.42,in_flight
2025-06-19T09:02:30Z,DRN001,47.24313,-1.527902,53.17,1.42,in_flight
2025-06-19T09:03:00Z,DRN001,47.24313,-1.527902,53.17,1.42,idle
2025-06-19T09:03:30Z,DRN001,47.243446,-1.527412,52.52,1.42,in_flight
2025-06-19T09:04:00Z,DRN001,47.243446,-1.527412,53.99,1.42,charging
2025-06-19T09:04:30Z,DRN001,47.243933,-1.527256,53.24,1.42,in_flight
2025-06-19T09:05:00Z,DRN001,47.243933,-1.527256,54.49,1.42,charging
2025-06-19T09:05:30Z,DRN001,47.244408,-1.526966,53.61,1.42,in_flight
2025-06-19T09:06:00Z,DRN001,47.244408,-1.526966,53.61,1.42,idle
2025-06-19T09:06:30Z,DRN001,47.244408,-1.526966,53.61,1.42,idle
2025-06-19T09:07:00Z,DRN001,47.244714,-1.526667,52.17,1.42,in_flight
2025-06-19T09:07:30Z,DRN001,47.245188,-1.526465,51.3,1.42,in_flight
2025-06-19T09:08:00Z,DRN001,47.245547,-1.526282,50.05,1.42,in_flight
2025-06-19T09:08:30Z,DRN001,47.245547,-1.526282,51.45,1.42,charging
2025-06-19T09:09:00Z,DRN001,47.245547,-1.526282,51.45,1.42,idle
2025-06-19T09:09:30Z,DRN001,47.245547,-1.526282,52.46,1.42,charging
2025-06-19T09:10:00Z,DRN001,47.245986,-1.525856,51.88,1.42,in_flight
2025-06-19T09:10:30Z,DRN001,47.246122,-1.525712,51.32,1.42,in_flight
2025-06-19T09:11:00Z,DRN001,47.246622,-1.525279,50.58,1.42,in_flight
2025-06-19T09:11:30Z,DRN001,47.247038,-1.524876,49.69,1.42,in_flight
2025-06-19T09:12:00Z,DRN001,47.247293,-1.524458,48.91,1.42,in_flight
2025-06-19T09:12:30Z,DRN001,47.247752,-1.524271,48.35,1.42,in_flight
2025-06-19T09:13:00Z,DRN001,47.248063,-1.524133,47.25,1.42,in_flight
2025-06-19T09:13:30Z,DRN001,47.248266,-1.523868,46.32,1.42,in_flight
2025-06-19T09:14:00Z,DRN001,47.248375,-1.523618,45.06,1.42,in_flight
2025-06-19T09:14:30Z,DRN001,47.248833,-1.523251,44.49,1.42,in_flight
2025-06-19T09:15:00Z,DRN001,47.248991,-1.522881,43.23,1.42,in_flight
2025-06-19T09:15:30Z,DRN001,47.249111,-1.522503,42.3,1.42,in_flight
2025-06-19T09:16:00Z,DRN001,47.249463,-1.522257,41.32,1.42,in_flight
2025-06-19T09:16:30Z,DRN001,47.249575,-1.521763,40.7,1.42,in_flight
2025-06-19T09:17:00Z,DRN001,47.249575,-1.521763,40.7,1.42,error
2025-06-19T09:17:30Z,DRN001,47.249575,-1.521763,40.7,1.42,idle
2025-06-19T09:18:00Z,DRN001,47.249575,-1.521763,40.7,1.42,error
2025-06-19T09:18:30Z,DRN001,47.249911,-1.52161,39.92,1.42,in_flight
2025-06-19T09:19:00Z,DRN001,47.250211,-1.521196,38.55,1.42,in_flight
2025-06-19T09:19:30Z,DRN001,47.250211,-1.521196,38.55,1.42,idle
2025-06-19T09:20:00Z,DRN001,47.250435,-1.520865,37.3,1.42,in_flight
2025-06-19T09:20:30Z,DRN001,47.250435,-1.520865,37.3,1.42,idle
2025-06-19T09:21:00Z,DRN001,47.250435,-1.520865,37.3,1.42,idle
2025-06-19T09:21:30Z,DRN001,47.250435,-1.520865,37.3,1.42,idle
2025-06-19T09:22:00Z,DRN001,47.250906,-1.520714,36.08,1.42,in_flight
2025-06-19T09:22:30Z,DRN001,47.250906,-1.520714,36.08,1.42,idle
2025-06-19T09:23:00Z,DRN001,47.25138,-1.520536,35.48,1.42,in_flight
2025-06-19T09:23:30Z,DRN001,47.2518,-1.520118,34.93,1.42,in_flight
2025-06-19T09:24:00Z,DRN001,47.251927,-1.519948,34.09,1.42,in_flight
2025-06-19T09:24:30Z,DRN001,47.252261,-1.519678,32.71,1.42,in_flight
2025-06-19T09:25:00Z,DRN001,47.252261,-1.519678,32.71,1.42,idle
2025-06-19T09:25:30Z,DRN001,47.252583,-1.519513,31.69,1.42,in_flight
2025-06-19T09:26:00Z,DRN001,47.25277,-1.519047,31.17,1.42,in_flight
2025-06-19T09:26:30Z,DRN001,47.253011,-1.518592,30.56,1.42,in_flight
2025-06-19T09:27:00Z,DRN001,47.253153,-1.518452,29.36,1.42,in_flight
2025-06-19T09:27:30Z,DRN001,47.253452,-1.518229,28.12,1.42,in_flight
2025-06-19T09:28:00Z,DRN001,47.253925,-1.518079,26.71,1.42,in_flight
2025-06-19T09:28:30Z,DRN001,47.25412,-1.517615,25.7,1.42,in_flight
2025-06-19T09:29:00Z,DRN001,47.25412,-1.517615,25.7,1.42,idle
2025-06-19T09:29:30Z,DRN001,47.254549,-1.517352,25.15,1.42,in_flight
2025-06-19T09:30:00Z,DRN001,47.254724,-1.517172,23.93,1.42,in_flight
2025-06-19T09:30:30Z,DRN001,47.254724,-1.517172,23.93,1.42,idle
2025-06-19T09:31:00Z,DRN001,47.255013,-1.517043,22.65,1.42,in_flight
2025-06-19T09:31:30Z,DRN001,47.255013,-1.517043,24.1,1.42,charging
2025-06-19T09:32:00Z,DRN001,47.255162,-1.516785,23.19,1.42,in_flight
2025-06-19T09:32:30Z,DRN001,47.25543,-1.516507,22.57,1.42,in_flight
2025-06-19T09:33:00Z,DRN001,47.255689,-1.516132,21.89,1.42,in_flight
2025-06-19T09:33:30Z,DRN001,47.255826,-1.515983,21.23,1.42,in_flight
2025-06-19T09:34:00Z,DRN001,47.256297,-1.515734,20.34,1.42,in_flight
2025-06-19T09:34:30Z,DRN001,47.256297,-1.515734,20.34,1.42,error
2025-06-19T09:35:00Z,DRN001,47.256478,-1.51547,19.38,1.42,in_flight
2025-06-19T09:35:30Z,DRN001,47.256478,-1.51547,20.97,1.42,charging
2025-06-19T09:36:00Z,DRN001,47.2567,-1.515341,19.97,1.42,in_flight
2025-06-19T09:36:30Z,DRN001,47.256959,-1.515039,19.02,1.42,in_flight
2025-06-19T09:37:00Z,DRN001,47.25709,-1.514651,17.84,1.42,in_flight
2025-06-19T09:37:30Z,DRN001,47.257547,-1.514239,16.74,1.42,in_flight
2025-06-19T09:38:00Z,DRN001,47.257716,-1.513959,15.86,1.42,in_flight
2025-06-19T09:38:30Z,DRN001,47.25821,-1.513746,14.47,1.42,in_flight
2025-06-19T09:39:00Z,DRN001,47.25821,-1.513746,14.47,1.42,idle
2025-06-19T09:39:30Z,DRN001,47.25821,-1.513746,16.24,1.42,charging
2025-06-19T09:40:00Z,DRN001,47.258606,-1.513359,15.51,1.42,in_flight
2025-06-19T09:40:30Z,DRN001,47.258606,-1.513359,16.76,1.42,charging
2025-06-19T09:41:00Z,DRN001,47.258968,-1.513091,15.28,1.42,in_flight
2025-06-19T09:41:30Z,DRN001,47.259222,-1.512704,14.14,1.42,in_flight
2025-06-19T09:42:00Z,DRN001,47.259481,-1.512232,13.59,1.42,in_flight
2025-06-19T09:42:30Z,DRN001,47.259587,-1.511904,12.3,1.42,in_flight
2025-06-19T09:43:00Z,DRN001,47.259695,-1.511573,11.4,1.42,in_flight
2025-06-19T09:43:30Z,DRN001,47.259695,-1.511573,12.85,1.42,charging
2025-06-19T09:44:00Z,DRN001,47.260031,-1.511301,11.73,1.42,in_flight
2025-06-19T09:44:30Z,DRN001,47.260031,-1.511301,13.7,1.42,charging
2025-06-19T09:45:00Z,DRN001,47.260031,-1.511301,13.7,1.42,idle
2025-06-19T09:45:30Z,DRN001,47.260031,-1.511301,13.7,1.42,idle
2025-06-19T09:46:00Z,DRN001,47.260407,-1.511159,12.66,1.42,in_flight
2025-06-19T09:46:30Z,DRN001,47.260407,-1.511159,14.23,1.42,charging
2025-06-19T09:47:00Z,DRN001,47.260673,-1.510957,12.91,1.42,in_flight
2025-06-19T09:47:30Z,DRN001,47.260976,-1.510791,11.95,1.42,in_flight
2025-06-19T09:48:00Z,DRN001,47.261291,-1.510404,10.59,1.42,in_flight
2025-06-19T09:48:30Z,DRN001,47.261493,-1.510289,9.16,1.42,in_flight
2025-06-19T09:49:00Z,DRN001,47.261493,-1.510289,10.26,1.42,charging
2025-06-19T09:49:30Z,DRN001,47.261493,-1.510289,11.53,1.42,charging
2025-06-19T09:50:00Z,DRN001,47.261978,-1.509975,10.1,1.42,in_flight
2025-06-19T09:50:30Z,DRN001,47.261978,-1.509975,10.1,1.42,idle
2025-06-19T09:51:00Z,DRN001,47.261978,-1.509975,10.1,1.42,idle
2025-06-19T09:51:30Z,DRN001,47.262097,-1.509733,8.77,1.42,in_flight
2025-06-19T09:52:00Z,DRN001,47.262224,-1.509462,8.01,1.42,in_flight
2025-06-19T09:52:30Z,DRN001,47.26256,-1.50919,6.77,1.42,in_flight
2025-06-19T09:53:00Z,DRN001,47.262921,-1.509074,5.7,1.42,in_flight
2025-06-19T09:53:30Z,DRN001,47.263193,-1.508747,5.0,1.42,in_flight
2025-06-19T09:54:00Z,DRN001,47.263193,-1.508747,5.0,1.42,idle
2025-06-19T09:54:30Z,DRN001,47.263193,-1.508747,6.74,1.42,charging
2025-06-19T09:55:00Z,DRN001,47.263448,-1.508435,5.7,1.42,in_flight
2025-06-19T09:55:30Z,DRN001,47.263448,-1.508435,5.7,1.42,error
2025-06-19T09:56:00Z,DRN001,47.263568,-1.508013,5.0,1.42,in_flight
2025-06-19T09:56:30Z,DRN001,47.263985,-1.507779,5.0,1.42,in_flight
2025-06-19T09:57:00Z,DRN001,47.264407,-1.507662,5.0,1.42,in_flight
2025-06-19T09:57:30Z,DRN001,47.264407,-1.507662,5.0,1.42,error
2025-06-19T09:58:00Z,DRN001,47.264407,-1.507662,5.0,1.42,idle
2025-06-19T09:58:30Z,DRN001,47.26475,-1.507455,5.0,1.42,in_flight
2025-06-19T09:59:00Z,DRN001,47.26475,-1.507455,5.0,1.42,idle
2025-06-19T09:59:30Z,DRN001,47.264877,-1.507219,5.0,1.42,in_flight
2025-06-19T10:00:00Z,DRN001,47.265105,-1.506837,5.0,1.42,in_flight
2025-06-19T10:00:30Z,DRN001,47.265105,-1.506837,6.77,1.42,charging
2025-06-19T10:01:00Z,DRN001,47.265349,-1.506566,6.25,1.42,in_flight
2025-06-19T10:01:30Z,DRN001,47.265722,-1.506318,5.03,1.42,in_flight
2025-06-19T10:02:00Z,DRN001,47.265722,-1.506318,6.27,1.42,charging
2025-06-19T10:02:30Z,DRN001,47.26611,-1.505928,5.4,1.42,in_flight
2025-06-19T10:03:00Z,DRN001,47.26629,-1.505574,5.0,1.42,in_flight
2025-06-19T10:03:30Z,DRN001,47.266706,-1.505207,5.0,1.42,in_flight
2025-06-19T10:04:00Z,DRN001,47.266896,-1.505099,5.0,1.42,in_flight
2025-06-19T10:04:30Z,DRN001,47.266896,-1.505099,5.0,1.42,error
2025-06-19T10:05:00Z,DRN001,47.266896,-1.505099,5.0,1.42,idle
2025-06-19T10:05:30Z,DRN001,47.266896,-1.505099,6.01,1.42,charging
2025-06-19T10:06:00Z,DRN001,47.267294,-1.504724,5.39,1.42,in_flight
2025-06-19T10:06:30Z,DRN001,47.267492,-1.504245,5.0,1.42,in_flight
2025-06-19T10:07:00Z,DRN001,47.267984,-1.50393,5.0,1.42,in_flight
2025-06-19T10:07:30Z,DRN001,47.267984,-1.50393,5.0,1.42,idle
2025-06-19T10:08:00Z,DRN001,47.268273,-1.503631,5.0,1.42,in_flight
2025-06-19T10:08:30Z,DRN001,47.268273,-1.503631,5.0,1.42,error
2025-06-19T10:09:00Z,DRN001,47.268735,-1.503134,5.0,1.42,in_flight
2025-06-19T10:09:30Z,DRN001,47.268735,-1.503134,7.0,1.42,charging
2025-06-19T10:10:00Z,DRN001,47.269165,-1.502739,6.44,1.42,in_flight
2025-06-19T10:10:30Z,DRN001,47.269454,-1.502321,5.53,1.42,in_flight
2025-06-19T10:11:00Z,DRN001,47.269696,-1.502088,5.0,1.42,in_flight
2025-06-19T10:11:30Z,DRN001,47.270003,-1.501599,5.0,1.42,in_flight
2025-06-19T10:12:00Z,DRN001,47.270003,-1.501599,6.35,1.42,charging
2025-06-19T10:12:30Z,DRN001,47.270003,-1.501599,6.35,1.42,error
2025-06-19T10:13:00Z,DRN001,47.270304,-1.501276,5.11,1.42,in_flight
2025-06-19T10:13:30Z,DRN001,47.270304,-1.501276,6.14,1.42,charging
2025-06-19T10:14:00Z,DRN001,47.270304,-1.501276,6.14,1.42,error
2025-06-19T10:14:30Z,DRN001,47.270304,-1.501276,6.14,1.42,idle
2025-06-19T10:15:00Z,DRN001,47.270304,-1.501276,6.14,1.42,error
2025-06-19T10:15:30Z,DRN001,47.270752,-1.501162,5.22,1.42,in_flight
2025-06-19T10:16:00Z,DRN001,47.271229,-1.500991,5.0,1.42,in_flight
2025-06-19T10:16:30Z,DRN001,47.271229,-1.500991,5.0,1.42,idle
2025-06-19T10:17:00Z,DRN001,47.271566,-1.500597,5.0,1.42,in_flight
2025-06-19T10:17:30Z,DRN001,47.271566,-1.500597,5.0,1.42,idle
2025-06-19T10:18:00Z,DRN001,47.271566,-1.500597,5.0,1.42,idle
2025-06-19T10:18:30Z,DRN001,47.271842,-1.500429,5.0,1.42,in_flight
2025-06-19T10:19:00Z,DRN001,47.272282,-1.50004,5.0,1.42,in_flight
2025-06-19T10:19:30Z,DRN001,47.272282,-1.50004,6.93,1.42,charging
2025-06-19T10:20:00Z,DRN001,47.272282,-1.50004,6.93,1.42,idle
2025-06-19T10:20:30Z,DRN001,47.27251,-1.499898,5.93,1.42,in_flight
2025-06-19T10:21:00Z,DRN001,47.272662,-1.499434,5.11,1.42,in_flight
2025-06-19T10:21:30Z,DRN001,47.272988,-1.499065,5.0,1.42,in_flight
2025-06-19T10:22:00Z,DRN001,47.273393,-1.49868,5.0,1.42,in_flight
2025-06-19T10:22:30Z,DRN001,47.273393,-1.49868,5.0,1.42,idle
2025-06-19T10:23:00Z,DRN001,47.273738,-1.498358,5.0,1.42,in_flight
2025-06-19T10:23:30Z,DRN001,47.273982,-1.497937,5.0,1.42,in_flight
2025-06-19T10:24:00Z,DRN001,47.274339,-1.49778,5.0,1.42,in_flight
2025-06-19T10:24:30Z,DRN001,47.274811,-1.49733,5.0,1.42,in_flight
2025-06-19T10:25:00Z,DRN001,47.274811,-1.49733,6.68,1.42,charging
2025-06-19T10:25:30Z,DRN001,47.274916,-1.497197,5.42,1.42,in_flight
2025-06-19T10:26:00Z,DRN001,47.275218,-1.496754,5.0,1.42,in_flight
2025-06-19T10:26:30Z,DRN001,47.275605,-1.496405,5.0,1.42,in_flight
2025-06-19T10:27:00Z,DRN001,47.275899,-1.49598,5.0,1.42,in_flight
2025-06-19T10:27:30Z,DRN001,47.275899,-1.49598,5.0,1.42,idle
2025-06-19T10:28:00Z,DRN001,47.276081,-1.495691,5.0,1.42,in_flight
2025-06-19T10:28:30Z,DRN001,47.276081,-1.495691,6.68,1.42,charging
2025-06-19T10:29:00Z,DRN001,47.276081,-1.495691,6.68,1.42,idle
2025-06-19T10:29:30Z,DRN001,47.276294,-1.495221,5.92,1.42,in_flight
2025-06-19T10:30:00Z,DRN001,47.276294,-1.495221,5.92,1.42,idle
2025-06-19T10:30:30Z,DRN001,47.276555,-1.4948,5.0,1.42,in_flight
2025-06-19T10:31:00Z,DRN001,47.27689,-1.494401,5.0,1.42,in_flight
2025-06-19T10:31:30Z,DRN001,47.27689,-1.494401,5.0,1.42,idle
2025-06-19T10:32:00Z,DRN001,47.27689,-1.494401,5.0,1.42,idle
2025-06-19T10:32:30Z,DRN001,47.277368,-1.494287,5.0,1.42,in_flight
2025-06-19T10:33:00Z,DRN001,47.277843,-1.493866,5.0,1.42,in_flight
2025-06-19T10:33:30Z,DRN001,47.278252,-1.493668,5.0,1.42,in_flight
2025-06-19T10:34:00Z,DRN001,47.278252,-1.493668,6.55,1.42,charging
2025-06-19T10:34:30Z,DRN001,47.278252,-1.493668,6.55,1.42,error
2025-06-19T10:35:00Z,DRN001,47.278548,-1.493526,5.7,1.42,in_flight
2025-06-19T10:35:30Z,DRN001,47.278548,-1.493526,5.7,1.42,idle
2025-06-19T10:36:00Z,DRN001,47.278548,-1.493526,7.43,1.42,charging
2025-06-19T10:36:30Z,DRN001,47.278652,-1.493206,6.21,1.42,in_flight
2025-06-19T10:37:00Z,DRN001,47.278652,-1.493206,6.21,1.42,idle
2025-06-19T10:37:30Z,DRN001,47.278935,-1.492865,5.65,1.42,in_flight
2025-06-19T10:38:00Z,DRN001,47.279226,-1.492403,5.0,1.42,in_flight
2025-06-19T10:38:30Z,DRN001,47.279226,-1.492403,5.0,1.42,idle
2025-06-19T10:39:00Z,DRN001,47.279226,-1.492403,5.0,1.42,idle
2025-06-19T10:39:30Z,DRN001,47.279226,-1.492403,6.27,1.42,charging
2025-06-19T10:40:00Z,DRN001,47.279393,-1.491935,5.0,1.42,in_flight
2025-06-19T10:40:30Z,DRN001,47.279393,-1.491935,5.0,1.42,idle
